l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
5569,147,10,4,19.00,19895.66,0.10,0.08,R,F,1993-07-30,1993-06-21,1993-08-13,TAKE BACK RETURN,FOB, regular p
5569,59,1,5,15.00,14385.75,0.02,0.06,A,F,1993-06-29,1993-07-06,1993-07-05,DELIVER IN PERSON,MAIL, foxes. regular deposits cajole
5570,161,6,1,37.00,39262.92,0.08,0.02,N,O,1996-08-29,1996-10-23,1996-09-11,NONE,RAIL,ackages. unu
5570,39,10,2,15.00,14085.45,0.09,0.02,N,O,1996-10-04,1996-10-05,1996-10-28,TAKE BACK RETURN,REG AIR,g the fluffily express foxes. final a
5570,60,1,3,29.00,27841.74,0.02,0.05,N,O,1996-10-12,1996-10-20,1996-11-08,TAKE BACK RETURN,SHIP,ts. final foxes alongside of 
5571,154,2,1,32.00,33732.80,0.05,0.01,R,F,1992-12-25,1993-03-01,1993-01-23,NONE,FOB,ajole carefully special accounts.
5571,94,8,2,31.00,30816.79,0.09,0.07,R,F,1993-01-05,1993-01-18,1993-02-04,DELIVER IN PERSON,SHIP,ly pending multipliers sublate s
5571,92,6,3,18.00,17857.62,0.10,0.05,R,F,1993-03-11,1993-02-28,1993-04-03,COLLECT COD,REG AIR,he pending accounts. final theod
5572,22,1,1,24.00,22128.48,0.08,0.08,R,F,1994-10-30,1994-10-02,1994-11-27,TAKE BACK RETURN,MAIL,thely regular packages among t
5572,172,10,2,27.00,28948.59,0.03,0.04,A,F,1994-08-29,1994-09-10,1994-08-30,TAKE BACK RETURN,SHIP,slyly across the carefully bold p
5572,87,8,3,19.00,18754.52,0.10,0.00,A,F,1994-08-12,1994-10-07,1994-09-01,DELIVER IN PERSON,RAIL,"ss the silent pinto beans. express, busy p"
5572,135,1,4,46.00,47615.98,0.02,0.01,R,F,1994-09-08,1994-10-14,1994-10-01,NONE,REG AIR, along the blithely r
5572,24,3,5,34.00,31416.68,0.10,0.08,R,F,1994-10-22,1994-08-16,1994-11-08,NONE,TRUCK,es. special requests af
5572,101,2,6,14.00,14015.40,0.04,0.05,A,F,1994-11-02,1994-09-20,1994-11-03,COLLECT COD,RAIL,"equests. stealthy, final packages affix. sl"
5572,26,1,7,24.00,22224.48,0.01,0.05,R,F,1994-09-26,1994-09-04,1994-10-22,DELIVER IN PERSON,FOB,ideas wake quickly against the regular
5573,21,6,1,32.00,29472.64,0.05,0.07,N,O,1996-09-30,1996-10-25,1996-10-15,DELIVER IN PERSON,RAIL,hin the blithely da
5573,50,3,2,2.00,1900.10,0.01,0.07,N,O,1996-08-26,1996-09-29,1996-09-04,COLLECT COD,TRUCK,pending requests ar
5573,11,8,3,46.00,41906.46,0.06,0.01,N,O,1996-11-04,1996-10-02,1996-11-15,DELIVER IN PERSON,MAIL,onic pinto 
5573,169,4,4,43.00,45973.88,0.10,0.03,N,O,1996-10-22,1996-11-03,1996-11-02,TAKE BACK RETURN,FOB,symptotes. slyly special asymptotes 
5573,138,9,5,43.00,44639.59,0.05,0.04,N,O,1996-09-09,1996-09-24,1996-09-28,COLLECT COD,AIR,he pending ex
5574,185,6,1,46.00,49918.28,0.02,0.07,A,F,1992-06-20,1992-04-19,1992-07-11,NONE,FOB,ully final courts. thinly ironic accoun
5574,33,4,2,21.00,19593.63,0.05,0.08,A,F,1992-03-22,1992-04-26,1992-04-16,TAKE BACK RETURN,TRUCK,nag slyly. furiously silent patterns sl
5574,119,6,3,27.00,27515.97,0.10,0.06,R,F,1992-05-08,1992-05-19,1992-06-05,TAKE BACK RETURN,REG AIR,"sits wake furiously ironic, re"
5574,94,6,4,14.00,13917.26,0.09,0.01,R,F,1992-05-20,1992-04-09,1992-05-23,COLLECT COD,REG AIR,ect since the blithely ironic pinto beans. 
5574,85,6,5,19.00,18716.52,0.05,0.03,A,F,1992-05-28,1992-04-24,1992-06-11,TAKE BACK RETURN,REG AIR,usly alongside o
5575,58,10,1,7.00,6706.35,0.01,0.07,N,O,1995-10-01,1995-09-30,1995-10-06,NONE,FOB,ges are carefully; finally expres
5575,31,7,2,23.00,21413.69,0.04,0.02,N,O,1995-10-26,1995-10-09,1995-11-13,TAKE BACK RETURN,AIR,to beans with the carefully express i
5575,63,8,3,16.00,15408.96,0.00,0.07,N,O,1995-08-17,1995-10-14,1995-08-30,NONE,RAIL,he pains. pending foxes integra
5575,110,1,4,7.00,7070.77,0.01,0.04,N,O,1995-10-15,1995-09-14,1995-10-18,DELIVER IN PERSON,RAIL, requests nag unusual deposits.
5600,187,8,1,34.00,36964.12,0.02,0.00,N,O,1997-03-22,1997-04-05,1997-04-09,TAKE BACK RETURN,MAIL,refully about the furiously regular 
5600,8,5,2,19.00,17252.00,0.00,0.01,N,O,1997-04-10,1997-03-24,1997-04-16,TAKE BACK RETURN,TRUCK,ermanently special r
5601,38,4,1,29.00,27202.87,0.09,0.04,A,F,1992-04-06,1992-02-24,1992-04-29,DELIVER IN PERSON,TRUCK,pendencies wake slyl
5601,164,1,2,45.00,47887.20,0.10,0.07,A,F,1992-03-25,1992-04-03,1992-04-04,TAKE BACK RETURN,MAIL,blithely carefully final waters. carefully 
5601,73,4,3,38.00,36976.66,0.07,0.00,A,F,1992-01-08,1992-03-01,1992-01-09,TAKE BACK RETURN,REG AIR,usual instructions. slyly fi
5601,148,5,4,12.00,12577.68,0.03,0.01,A,F,1992-02-27,1992-03-16,1992-03-27,COLLECT COD,TRUCK,latelets. care
5602,176,4,1,9.00,9685.53,0.08,0.03,N,O,1997-10-14,1997-09-14,1997-11-11,COLLECT COD,FOB,ular foxes around the furiou
5602,62,7,2,31.00,29823.86,0.04,0.08,N,O,1997-09-04,1997-10-24,1997-09-07,NONE,TRUCK,ithely ironic accounts haggle carefully 
5602,68,5,3,30.00,29041.80,0.04,0.00,N,O,1997-09-20,1997-10-25,1997-10-12,DELIVER IN PERSON,FOB,ymptotes use furiously furious
5603,98,2,1,50.00,49904.50,0.03,0.02,A,F,1992-10-06,1992-08-20,1992-10-08,COLLECT COD,SHIP,inst the carefully spec
5603,116,6,2,49.00,49789.39,0.06,0.05,A,F,1992-06-24,1992-07-28,1992-07-01,DELIVER IN PERSON,FOB,silent ideas sleep. blithely unusual
5603,32,8,3,49.00,45669.47,0.00,0.02,R,F,1992-10-07,1992-07-21,1992-10-10,DELIVER IN PERSON,TRUCK,ts sleep carefully. regular ins
5604,136,7,1,44.00,45589.72,0.05,0.01,N,O,1998-08-06,1998-07-08,1998-09-04,NONE,RAIL, deposits ex
5604,136,2,2,49.00,50770.37,0.10,0.00,N,O,1998-05-02,1998-07-07,1998-05-20,NONE,FOB,s cajole. iron
5604,78,8,3,10.00,9780.70,0.07,0.05,N,O,1998-08-03,1998-06-23,1998-08-04,COLLECT COD,SHIP,to the slyly bold pinto b
5605,87,8,1,50.00,49354.00,0.08,0.05,N,O,1996-08-26,1996-10-15,1996-09-04,TAKE BACK RETURN,RAIL,t fluffily alongside of the carefully f
5605,151,2,2,7.00,7358.05,0.06,0.01,N,O,1996-12-13,1996-10-13,1996-12-15,TAKE BACK RETURN,FOB,unts haggle among the slyly bold accoun
5605,173,2,3,3.00,3219.51,0.01,0.02,N,O,1996-09-01,1996-10-02,1996-09-20,TAKE BACK RETURN,AIR,g platelets haggle reques
5605,55,3,4,45.00,42977.25,0.00,0.01,N,O,1996-09-05,1996-10-04,1996-09-13,COLLECT COD,FOB,tes over the carefully even requests play f
5605,70,7,5,39.00,37832.73,0.00,0.08,N,O,1996-12-13,1996-11-03,1996-12-24,DELIVER IN PERSON,REG AIR,usual ideas. fluffily ironic
5605,166,7,6,29.00,30918.64,0.08,0.08,N,O,1996-09-19,1996-10-22,1996-10-06,DELIVER IN PERSON,SHIP,furiously express instruction
5606,174,5,1,47.00,50485.99,0.10,0.04,N,O,1996-12-23,1997-01-31,1997-01-20,DELIVER IN PERSON,REG AIR,yly. slyly regular deposits are final
5606,92,3,2,34.00,33731.06,0.09,0.06,N,O,1997-02-23,1997-02-08,1997-03-09,TAKE BACK RETURN,REG AIR,nt attainments. fu
5606,127,8,3,46.00,47247.52,0.04,0.00,N,O,1997-03-11,1997-01-13,1997-03-23,DELIVER IN PERSON,REG AIR, permanent requests. regular realms cajole 
5606,82,3,4,30.00,29462.40,0.08,0.04,N,O,1997-02-06,1997-01-26,1997-02-16,DELIVER IN PERSON,REG AIR,y final accounts use always even reques
5606,7,2,5,25.00,22675.00,0.06,0.00,N,O,1996-12-25,1997-01-12,1997-01-11,TAKE BACK RETURN,AIR,ke furiously quickly final forge
5606,154,5,6,3.00,3162.45,0.04,0.06,N,O,1997-01-11,1997-01-04,1997-02-08,COLLECT COD,AIR,e of the slyly quic
5606,74,5,7,46.00,44807.22,0.07,0.01,N,O,1997-02-01,1997-01-31,1997-02-15,DELIVER IN PERSON,TRUCK,ts. carefully pending requests sleep realm
5607,132,8,1,23.00,23738.99,0.02,0.06,R,F,1992-04-17,1992-02-12,1992-04-30,DELIVER IN PERSON,MAIL,he blithely final requests? 
5632,10,3,1,48.00,43680.48,0.06,0.06,N,O,1996-05-08,1996-03-24,1996-06-04,TAKE BACK RETURN,FOB,s doubt around
5632,106,7,2,21.00,21128.10,0.02,0.08,N,O,1996-03-22,1996-03-10,1996-04-10,NONE,AIR,xpress dependencies. pinto beans affix qui
5632,67,2,3,24.00,23209.44,0.04,0.06,N,O,1996-03-23,1996-04-02,1996-03-30,TAKE BACK RETURN,MAIL,inal courts are carefully exp
5633,160,2,1,28.00,29684.48,0.02,0.00,N,O,1998-08-14,1998-07-24,1998-08-26,TAKE BACK RETURN,SHIP,ial pinto beans nag carefully. i
5633,102,3,2,10.00,10021.00,0.09,0.04,N,O,1998-07-15,1998-08-03,1998-08-03,COLLECT COD,AIR,unts x-ray quickly. fluffily unusual accou
5633,46,7,3,27.00,25543.08,0.03,0.02,N,O,1998-09-28,1998-07-28,1998-10-12,DELIVER IN PERSON,AIR,ate about the accounts. quickly silent 
5633,164,5,4,50.00,53208.00,0.02,0.05,N,O,1998-07-23,1998-07-09,1998-08-21,DELIVER IN PERSON,TRUCK, final deposits. f
5633,100,2,5,48.00,48004.80,0.01,0.05,N,O,1998-06-24,1998-07-22,1998-07-18,DELIVER IN PERSON,TRUCK,ckly regular pinto beans! unusual fo
5633,107,2,6,1.00,1007.10,0.02,0.03,N,O,1998-09-29,1998-08-28,1998-10-19,NONE,RAIL, foxes. ironic d
5633,11,5,7,39.00,35529.39,0.02,0.08,N,O,1998-07-12,1998-07-03,1998-07-13,COLLECT COD,TRUCK,requests haggle according to the 
5634,185,6,1,26.00,28214.68,0.10,0.08,N,O,1996-10-29,1996-09-15,1996-11-24,COLLECT COD,REG AIR,xcuses alongsi
5634,175,3,2,22.00,23653.74,0.02,0.05,N,O,1996-09-01,1996-08-31,1996-09-05,DELIVER IN PERSON,MAIL,lyly blithely unusual multipliers. carefu
5634,109,6,3,16.00,16145.60,0.08,0.02,N,O,1996-11-15,1996-09-14,1996-12-04,NONE,AIR,"es; ironic, regular requests x-ray regul"
5634,182,3,4,29.00,31383.22,0.00,0.01,N,O,1996-08-10,1996-10-29,1996-08-11,TAKE BACK RETURN,MAIL,. slyly bold packages haggle slyly a
5634,1,2,5,1.00,901.00,0.04,0.02,N,O,1996-10-02,1996-10-21,1996-10-27,COLLECT COD,MAIL,"theodolites; regular, regular deposits"
5635,83,4,1,43.00,42272.44,0.03,0.00,R,F,1992-10-12,1992-09-29,1992-11-01,TAKE BACK RETURN,TRUCK,e foxes use
5635,72,3,2,5.00,4860.35,0.05,0.08,R,F,1992-10-02,1992-11-05,1992-10-26,TAKE BACK RETURN,REG AIR,grouches are express acc
5635,72,1,3,12.00,11664.84,0.09,0.02,A,F,1992-10-18,1992-09-24,1992-11-17,NONE,REG AIR,uffily stealthy theodolites was carefull
5635,8,5,4,40.00,36320.00,0.03,0.01,A,F,1992-09-25,1992-11-05,1992-10-11,NONE,FOB,en dependencies around the care
5635,169,10,5,38.00,40628.08,0.05,0.06,A,F,1992-10-09,1992-09-25,1992-10-18,NONE,MAIL,ies toward 
5635,162,9,6,23.00,24429.68,0.05,0.04,A,F,1992-08-24,1992-11-10,1992-09-21,NONE,AIR,deas. sometimes bold platel
5635,137,3,7,32.00,33188.16,0.03,0.08,R,F,1992-11-24,1992-09-20,1992-12-17,TAKE BACK RETURN,TRUCK,efully abo
5636,70,9,1,18.00,17461.26,0.05,0.03,R,F,1995-05-14,1995-05-17,1995-06-12,DELIVER IN PERSON,REG AIR,detect furiously. even deposits nag c
5636,70,5,2,26.00,25221.82,0.03,0.06,A,F,1995-03-05,1995-05-16,1995-03-23,TAKE BACK RETURN,AIR,ding foxes wake blithely accou
5636,90,1,3,21.00,20791.89,0.03,0.03,A,F,1995-03-13,1995-05-11,1995-03-24,COLLECT COD,AIR,ans cajole slyly. ironi
5636,109,6,4,15.00,15136.50,0.03,0.04,R,F,1995-04-21,1995-04-30,1995-05-05,DELIVER IN PERSON,REG AIR,riously final 
5636,47,4,5,13.00,12311.52,0.10,0.03,A,F,1995-05-11,1995-04-27,1995-05-26,COLLECT COD,AIR,gular ideas nag slyly. p
5636,12,3,6,33.00,30096.33,0.06,0.04,A,F,1995-03-09,1995-04-05,1995-03-23,DELIVER IN PERSON,MAIL,eep slyly un
5636,134,10,7,24.00,24819.12,0.10,0.05,R,F,1995-04-12,1995-03-27,1995-04-16,DELIVER IN PERSON,RAIL,"cial, regular theodolite"
5637,47,4,1,14.00,13258.56,0.03,0.05,N,O,1996-07-20,1996-07-26,1996-08-14,COLLECT COD,MAIL,. requests integrat
5637,172,3,2,35.00,37525.95,0.09,0.08,N,O,1996-08-01,1996-08-04,1996-08-20,NONE,AIR,ites haggle around the blithely express 
5637,96,10,3,22.00,21913.98,0.01,0.07,N,O,1996-08-28,1996-07-30,1996-09-17,COLLECT COD,REG AIR,te. quickly final orb
5637,66,1,4,16.00,15456.96,0.03,0.03,N,O,1996-09-08,1996-08-31,1996-09-29,TAKE BACK RETURN,TRUCK,refully regular deposits. qu
5637,196,7,5,10.00,10961.90,0.01,0.00,N,O,1996-08-25,1996-08-11,1996-09-23,TAKE BACK RETURN,MAIL,dolites are carefully dolphins. packag
5637,129,4,6,27.00,27786.24,0.01,0.05,N,O,1996-06-27,1996-08-09,1996-07-27,DELIVER IN PERSON,REG AIR,heodolites among the final pinto be
5638,138,9,1,45.00,46715.85,0.09,0.07,A,F,1994-05-17,1994-03-09,1994-06-15,NONE,TRUCK,"equests are across the ironic, regul"
5638,168,3,2,12.00,12817.92,0.02,0.05,A,F,1994-02-05,1994-04-01,1994-02-25,COLLECT COD,TRUCK,ly special packages wake alongside of 
5638,162,9,3,21.00,22305.36,0.08,0.00,A,F,1994-03-13,1994-03-27,1994-03-17,DELIVER IN PERSON,TRUCK, pinto beans. iron
5639,47,10,1,11.00,10417.44,0.09,0.02,R,F,1994-09-18,1994-07-10,1994-10-12,TAKE BACK RETURN,SHIP,arefully furiously unusual in
5664,122,1,1,25.00,25553.00,0.00,0.06,N,O,1998-10-29,1998-09-23,1998-11-25,COLLECT COD,FOB,ideas doubt slyly along the care
5664,173,2,2,9.00,9658.53,0.07,0.05,N,O,1998-07-31,1998-08-26,1998-08-12,COLLECT COD,RAIL,"nic packages are idly ironic, ironic "
5664,53,4,3,31.00,29544.55,0.01,0.03,N,O,1998-11-10,1998-09-12,1998-12-07,TAKE BACK RETURN,FOB,are. ironic platelets nag fluf
5664,138,9,4,33.00,34258.29,0.08,0.03,N,O,1998-08-29,1998-09-17,1998-09-25,DELIVER IN PERSON,RAIL,lithely pend
5664,112,2,5,44.00,44532.84,0.01,0.06,N,O,1998-09-24,1998-09-26,1998-10-23,NONE,TRUCK,ronic requests. bl
5664,68,5,6,34.00,32914.04,0.09,0.01,N,O,1998-09-10,1998-10-05,1998-09-15,COLLECT COD,RAIL,ss the even sheaves nag depos
5664,182,3,7,9.00,9739.62,0.01,0.05,N,O,1998-11-04,1998-10-15,1998-11-20,TAKE BACK RETURN,REG AIR,ording to the quickly t
5665,101,2,1,32.00,32035.20,0.00,0.02,A,F,1993-08-11,1993-08-01,1993-09-07,NONE,AIR,"leep furiously alongside of the pending, s"
5665,5,8,2,14.00,12670.00,0.02,0.00,R,F,1993-06-29,1993-09-16,1993-07-16,DELIVER IN PERSON,AIR, fluffily regular pinto beans haggle fluffi
5665,158,9,3,41.00,43384.15,0.09,0.02,A,F,1993-08-23,1993-09-22,1993-09-11,COLLECT COD,REG AIR, asymptotes wake sl
5665,46,9,4,47.00,44463.88,0.01,0.01,A,F,1993-10-06,1993-09-19,1993-11-01,NONE,RAIL,"ely. regular, bold deposits across the sp"
5666,122,5,1,7.00,7154.84,0.09,0.08,R,F,1994-05-10,1994-04-06,1994-05-21,NONE,FOB, express accounts. unu
5666,36,7,2,14.00,13104.42,0.08,0.01,A,F,1994-02-27,1994-04-11,1994-03-06,DELIVER IN PERSON,TRUCK," wake fluffily pending, regular ideas. sly"
5666,193,6,3,39.00,42634.41,0.00,0.01,A,F,1994-05-13,1994-04-02,1994-06-12,DELIVER IN PERSON,TRUCK, deposits. quickly final requests a
5666,131,2,4,24.00,24747.12,0.07,0.01,R,F,1994-02-14,1994-03-09,1994-03-06,DELIVER IN PERSON,FOB,eposits affix along the fluffily
5666,109,10,5,36.00,36327.60,0.07,0.07,R,F,1994-03-15,1994-03-16,1994-03-18,COLLECT COD,TRUCK,ts cajole. furious
5667,145,4,1,37.00,38670.18,0.09,0.06,N,O,1995-09-24,1995-09-17,1995-10-03,NONE,REG AIR,thely express
5668,4,9,1,15.00,13560.00,0.03,0.04,A,F,1995-04-06,1995-05-12,1995-04-17,COLLECT COD,FOB,"y. final, regular realms cajole ca"
5669,191,2,1,7.00,7638.33,0.06,0.06,N,O,1996-06-19,1996-07-07,1996-07-11,COLLECT COD,SHIP,aggle quickly furiously blithe packages. ex
5669,156,8,2,2.00,2112.30,0.06,0.07,N,O,1996-08-04,1996-06-15,1996-08-20,NONE,SHIP,nusual asymptotes. caref
5669,158,9,3,40.00,42326.00,0.00,0.02,N,O,1996-08-30,1996-06-15,1996-09-07,TAKE BACK RETURN,FOB,yly bold excuses use carefully pendin
5669,90,1,4,31.00,30692.79,0.04,0.05,N,O,1996-08-05,1996-06-10,1996-08-29,COLLECT COD,AIR,ss excuses after the deposits are
5669,140,6,5,30.00,31204.20,0.07,0.01,N,O,1996-07-14,1996-07-28,1996-08-10,TAKE BACK RETURN,TRUCK,g waters. fluffi
5670,90,1,1,27.00,26732.43,0.10,0.06,R,F,1993-05-09,1993-05-30,1993-06-06,TAKE BACK RETURN,REG AIR,pendencies after t
5670,186,7,2,43.00,46705.74,0.06,0.00,A,F,1993-07-09,1993-06-03,1993-07-14,DELIVER IN PERSON,FOB,pending platelets sleep quickly. bold de
5670,7,8,3,24.00,21768.00,0.09,0.04,A,F,1993-07-17,1993-07-01,1993-08-03,NONE,AIR, unusual requests solve about 
5670,142,9,4,11.00,11463.54,0.06,0.06,R,F,1993-07-11,1993-06-26,1993-07-24,DELIVER IN PERSON,MAIL,pendencies. carefully special atta
5671,120,7,1,25.00,25503.00,0.00,0.08,N,O,1998-04-17,1998-03-28,1998-05-06,DELIVER IN PERSON,AIR,"ermanent packages might boost. special, "
5671,129,8,2,46.00,47339.52,0.05,0.08,N,O,1998-03-28,1998-04-22,1998-04-19,TAKE BACK RETURN,MAIL,sublate ironic instructions
5671,172,10,3,13.00,13938.21,0.10,0.06,N,O,1998-03-02,1998-04-03,1998-03-08,TAKE BACK RETURN,TRUCK,cajole quickly pending
5671,111,1,4,42.00,42466.62,0.00,0.07,N,O,1998-02-17,1998-04-24,1998-03-17,TAKE BACK RETURN,SHIP,"fully. regular, unusual request"
5671,129,4,5,13.00,13378.56,0.09,0.00,N,O,1998-04-24,1998-03-26,1998-04-27,NONE,REG AIR, the warthogs. slyly pending deposits are
5671,114,1,6,30.00,30423.30,0.09,0.07,N,O,1998-06-06,1998-04-15,1998-07-01,DELIVER IN PERSON,TRUCK,ns. pendin
5696,137,3,1,28.00,29039.64,0.03,0.06,N,O,1995-07-03,1995-06-14,1995-07-27,COLLECT COD,REG AIR,lithely bold forges affix b
5696,59,1,2,46.00,44116.30,0.01,0.00,N,O,1995-08-10,1995-07-08,1995-08-25,COLLECT COD,AIR,es. pending theo
5696,167,2,3,42.00,44820.72,0.04,0.01,N,F,1995-06-06,1995-06-11,1995-06-19,TAKE BACK RETURN,SHIP,uickly iro
5696,98,10,4,20.00,19961.80,0.08,0.00,N,O,1995-06-25,1995-07-18,1995-07-16,NONE,TRUCK,express asymptotes. bold pinto bean
5696,124,9,5,19.00,19458.28,0.07,0.05,N,O,1995-08-31,1995-06-13,1995-09-10,COLLECT COD,SHIP,"nic, even packages. quickly bold pi"
5696,132,8,6,37.00,38188.81,0.04,0.05,N,O,1995-07-21,1995-06-23,1995-08-19,NONE,RAIL,"inal, regular pin"
5696,102,9,7,6.00,6012.60,0.07,0.05,N,O,1995-08-03,1995-07-15,1995-09-01,DELIVER IN PERSON,REG AIR,furiously express accounts
5697,55,7,1,24.00,22921.20,0.10,0.07,R,F,1992-10-27,1992-11-28,1992-11-20,NONE,RAIL, to the fi
5697,16,10,2,43.00,39388.43,0.06,0.02,R,F,1992-12-08,1992-12-03,1992-12-17,TAKE BACK RETURN,FOB,ajole blithe
5697,56,8,3,42.00,40154.10,0.03,0.01,A,F,1992-12-19,1992-12-08,1993-01-03,COLLECT COD,TRUCK,ly express instructions cajole blithe
5698,11,8,1,30.00,27330.30,0.01,0.05,A,F,1994-05-26,1994-08-16,1994-06-19,COLLECT COD,AIR,y even pinto beans. carefully 
5698,163,4,2,25.00,26579.00,0.08,0.07,R,F,1994-08-06,1994-06-21,1994-08-25,NONE,SHIP,nding theodolites according to th
5698,155,3,3,45.00,47481.75,0.03,0.01,A,F,1994-06-23,1994-08-13,1994-07-02,NONE,FOB,onic accounts. quickly regular reque
5698,58,6,4,15.00,14370.75,0.07,0.08,R,F,1994-06-29,1994-07-03,1994-07-02,COLLECT COD,REG AIR,excuses sleep daringly about the 
5698,140,1,5,37.00,38485.18,0.06,0.06,A,F,1994-06-30,1994-06-23,1994-07-22,TAKE BACK RETURN,SHIP,y final dependenc
5698,188,9,6,1.00,1088.18,0.06,0.04,R,F,1994-05-31,1994-07-10,1994-06-03,DELIVER IN PERSON,MAIL,. furiously ironic ideas are according 
5699,2,7,1,24.00,21648.00,0.01,0.07,A,F,1992-10-21,1992-09-04,1992-11-04,COLLECT COD,AIR,uctions ar
5699,55,10,2,26.00,24831.30,0.06,0.06,R,F,1992-08-11,1992-09-21,1992-08-14,COLLECT COD,MAIL, throughout the bold pinto beans
5699,18,2,3,48.00,44064.48,0.10,0.05,R,F,1992-11-23,1992-10-20,1992-11-29,DELIVER IN PERSON,TRUCK,the silent request
5699,55,3,4,46.00,43932.30,0.08,0.02,A,F,1992-11-28,1992-09-23,1992-12-27,TAKE BACK RETURN,FOB,blithely fi
5699,28,7,5,21.00,19488.42,0.02,0.02,A,F,1992-10-13,1992-09-30,1992-10-19,NONE,MAIL,daringly quick
5699,191,5,6,30.00,32735.70,0.08,0.05,R,F,1992-11-13,1992-10-01,1992-12-11,DELIVER IN PERSON,AIR,y pending packages ca
5699,129,8,7,45.00,46310.40,0.09,0.06,A,F,1992-09-23,1992-10-22,1992-10-04,DELIVER IN PERSON,SHIP, stealthily bold ideas. regular the
5700,168,5,1,24.00,25635.84,0.09,0.00,N,O,1997-12-26,1998-01-28,1998-01-18,DELIVER IN PERSON,REG AIR,special somas
5700,123,8,2,30.00,30693.60,0.00,0.06,N,O,1998-04-19,1998-03-13,1998-04-27,COLLECT COD,MAIL,", final courts. platelets alongsid"
5700,126,5,3,23.00,23600.76,0.03,0.05,N,O,1998-01-30,1998-01-31,1998-01-31,NONE,REG AIR,accounts. carefully even requests daz
5701,54,2,1,17.00,16218.85,0.02,0.05,N,O,1997-03-27,1997-04-08,1997-04-21,DELIVER IN PERSON,RAIL, according to the br
5702,77,7,1,44.00,42991.08,0.06,0.02,R,F,1994-01-04,1993-11-25,1994-01-22,NONE,RAIL,e among the packages. slyly bold depos
5702,86,7,2,37.00,36484.96,0.10,0.05,R,F,1993-12-14,1993-10-21,1994-01-08,NONE,FOB,ding accounts. special packages sle
5702,131,7,3,44.00,45369.72,0.00,0.02,R,F,1993-11-28,1993-12-02,1993-12-22,NONE,TRUCK,asymptotes eat slyl
5702,63,8,4,31.00,29854.86,0.00,0.04,A,F,1994-01-04,1993-10-22,1994-01-26,DELIVER IN PERSON,TRUCK,press packages are sly
5703,88,9,1,2.00,1976.16,0.09,0.01,R,F,1993-05-29,1993-07-26,1993-06-05,TAKE BACK RETURN,REG AIR,"lyly express, express package"
5728,44,1,1,47.00,44369.88,0.10,0.05,A,F,1994-12-13,1995-01-25,1994-12-25,TAKE BACK RETURN,MAIL,al requests. courts according to the even 
5728,159,1,2,40.00,42366.00,0.05,0.08,A,F,1995-03-28,1995-01-17,1995-04-14,TAKE BACK RETURN,SHIP,ts. fluffily ironic asympt
5729,143,4,1,5.00,5215.70,0.07,0.00,R,F,1994-11-27,1994-11-11,1994-12-23,TAKE BACK RETURN,MAIL,encies. furiously pending re
5729,107,10,2,39.00,39276.90,0.10,0.00,A,F,1995-01-22,1994-11-21,1995-02-13,TAKE BACK RETURN,MAIL,riously care
5729,12,3,3,50.00,45600.50,0.00,0.05,R,F,1994-12-09,1994-12-31,1994-12-24,TAKE BACK RETURN,AIR,", even packages. packages "
5730,151,2,1,2.00,2102.30,0.08,0.00,N,O,1998-02-24,1998-03-15,1998-03-11,COLLECT COD,SHIP,above the carefully thin
5730,200,1,2,9.00,9901.80,0.10,0.01,N,O,1998-03-05,1998-02-02,1998-03-28,DELIVER IN PERSON,MAIL,ress excuses nag. pinto
5731,192,6,1,13.00,14198.47,0.02,0.04,N,O,1997-07-30,1997-06-23,1997-08-13,COLLECT COD,RAIL,ely regular warhorses haggle packag
5731,105,6,2,11.00,11056.10,0.00,0.08,N,O,1997-06-06,1997-07-08,1997-06-25,NONE,MAIL,ag quickly ironic requests. slyly
5731,111,2,3,6.00,6066.66,0.01,0.04,N,O,1997-07-02,1997-07-01,1997-07-08,COLLECT COD,SHIP,y bold ideas. packages use. regular sautern
5731,14,1,4,6.00,5484.06,0.03,0.06,N,O,1997-09-07,1997-06-20,1997-09-20,TAKE BACK RETURN,RAIL,ly silent requests sleep
5731,195,6,5,19.00,20808.61,0.08,0.02,N,O,1997-06-29,1997-06-27,1997-07-15,NONE,REG AIR,ckages haggle carefully. bl
5732,139,5,1,26.00,27017.38,0.02,0.07,N,O,1997-08-18,1997-10-25,1997-09-12,TAKE BACK RETURN,TRUCK,uriously final excuses. carefully unusual 
5733,33,4,1,39.00,36388.17,0.01,0.07,A,F,1993-03-22,1993-05-24,1993-04-04,DELIVER IN PERSON,FOB,lly pending
5734,183,4,1,29.00,31412.22,0.05,0.01,N,O,1997-12-01,1997-12-08,1997-12-23,NONE,RAIL,nts. packages sleep. furiously sp
5734,150,3,2,6.00,6300.90,0.07,0.00,N,O,1997-10-27,1997-12-19,1997-11-02,COLLECT COD,RAIL,y ironic instructions wake quickly special 
5734,67,8,3,10.00,9670.60,0.01,0.03,N,O,1997-12-28,1997-12-24,1998-01-24,DELIVER IN PERSON,TRUCK,s use against the blith
5735,60,1,1,41.00,39362.46,0.01,0.01,R,F,1994-12-23,1995-02-10,1995-01-22,COLLECT COD,MAIL,ully bold platele
